name,address,city,state,zip,latitude,longitude,website
Rivier University,420 South Main St,Nashua,NH,3060,42.738666,-71.456253,www.rivier.edu
Abington Memorial Hospital Dixon School Of Nursing,2500 Maryland Rd Ste 200,Willow Grove,PA,19090,40.162148,-75.130177,www.amhdixonson.org
Dorothea Hopfer School Of Nursing-Mt Vernon Hospital,53 Valentine St,Mount Vernon,NY,10550,40.912141,-73.840584,hopfer.org
Ohio College Of Massotherapy Inc,225 Heritage Woods Dr,Akron,OH,44321,41.129398,-81.657186,www.ocm.edu
Bridgewater College,402 E College St,Bridgewater,VA,22812,38.378391,-78.969011,www.bridgewater.edu
Schreiner University,2100 Memorial Blvd,Kerrville,TX,78028,30.027922,-99.129716,www.schreiner.edu
Saint Anselm College,100 Saint Anselm Drive,Manchester,NH,3102,42.986291,-71.507976,www.anselm.edu
East Stroudsburg University Of Pennsylvania,200 Prospect Street,East Stroudsburg,PA,18301,40.996982,-75.173756,www4.esu.edu/
Hesser College,3 Sundial Ave,Manchester,NH,3103,42.972446,-71.470409,www.hesser.edu/index.aspx
Stroudsburg School Of Cosmetology,100 North 8Th St,Stroudsburg,PA,18360,40.986168,-75.196431,www.thevisionacademy.edu
Virginia Western Community College,3093 Colonial Ave,Roanoke,VA,24015,37.245648,-79.973133,virginiawestern.edu/
Texas A & M University-Kingsville,955 University Blvd,Kingsville,TX,78363,27.525168,-97.882387,www.tamuk.edu
Saint Vladimirs Orthodox Theological Seminary,575 Scarsdale Rd,Crestwood,NY,10707,40.969429,-73.824557,www.svots.edu
Regency Beauty Institute-Akron,1912 Buchholzer Blvd,Akron,OH,44310,41.115418,-81.473148,www.regencybeauty.com
Michaels School Of Hair Design And Esthetics-Paul Mitchell Partner School,73 South River Road,Bedford,NH,3110,42.958233,-71.476852,www.michaelsschool.com
Moravian College And Moravian Theological Seminary,1200 Main St,Bethlehem,PA,18018,40.630888,-75.380979,www.moravian.edu
New England College,98 Bridge St,Henniker,NH,3242,43.177005,-71.822928,www.nec.edu/
Lutheran Theological Seminary At Philadelphia,7301 Germantown Ave,Philadelphia,PA,19119,40.061636,-75.191496,ltsp.edu
Skyline College-Roanoke,5234 Airport Rd,Roanoke,VA,24012,37.319719,-79.959442,www.skyline.edu
Paris Junior College,2400 Clarksville St,Paris,TX,75460,33.650929,-95.529177,www.parisjc.edu/
Keuka College,141 Central Avenue,Keuka Park,NY,14478,42.615253,-77.090562,www.keuka.edu
Fortis College-Cuyahoga Falls,2545 Bailey Road,Cuyahoga Falls,OH,44221,41.143842,-81.470428,fortiscollege.edu
University Of New Hampshire School Of Law,2 White St,Concord,NH,3301,43.207371,-71.545152,law.unh.edu
Roxborough Memorial Hospital School Of Nursing,5800 Ridge Ave,Philadelphia,PA,19128,40.028912,-75.209985,www.roxboroughmemorial.com
Ohio State Beauty Academy,1760 N. Eastown Rd.,Lima,OH,45807,40.76124,-84.164355,www.ohiostatebeauty.com
Kent State University At Trumbull,4314 Mahoning Ave N.W.,Warren,OH,44483,41.279153,-80.837363,www.trumbull.kent.edu
American Commercial College-Lubbock,2007 34Th St,Lubbock,TX,79411,33.562969,-101.860357,americancommercialcollege.com
Hollins University,7916 Williamson Rd Nw,Roanoke,VA,24020,37.354629,-79.942196,www.hollins.edu
James A Rhodes State College,4240 Campus Dr,Lima,OH,45804,40.738347,-84.026319,www.rhodesstate.edu
Eti Technical College,2076 Youngstown Warren Rd,Niles,OH,44446,41.186919,-80.723177,eticollege.edu
Lubbock Hair Academy,2844 34Th St,Lubbock,TX,79410,33.563677,-101.877779,www.lubbockhairacademy.com
Roanoke College,221 College Lane,Salem,VA,24153,37.29686,-80.056433,www.roanoke.edu
Texas Tech University,Broadway And University Avenue,Lubbock,TX,79409,33.580451,-101.877129,www.ttu.edu
Mary Baldwin College,New & Frederick St,Staunton,VA,24401,38.154799,-79.068325,www.mbc.edu
Ashland County-West Holmes Career Center,1783 State Route 60,Ashland,OH,44805,40.801173,-82.266695,www.acwhcc.org
Buckeye Joint Vocational School,545 University Dr Ne,New Philadelphia,OH,44663,40.470531,-81.401957,www.buckeyecareercenter.org
Staunton School Of Cosmetology,128 E Beverley St,Staunton,VA,24401,38.149493,-79.070618,hairstylingschool.com
Ashland University,401 College Ave,Ashland,OH,44805,40.861616,-82.320279,www.ashland.edu
Washington State Community College,710 Colegate Dr,Marietta,OH,45750,39.431312,-81.434842,www.wscc.edu
Sw School Of Business And Technical Careers,272 Commerical St,Eagle Pass,TX,78852,28.707864,-100.506009,www.sws.edu
Kent State University At Ashtabula,3300 Lake Road West,Ashtabula,OH,44004,41.888855,-80.8309,www.ashtabula.kent.edu
Washington County Career Center-Adult Technical Training,21740 St. Rt. 676,Marietta,OH,45750,39.432345,-81.50144,www.mycareerschool.com
Mclennan Community College,1400 College Dr,Waco,TX,76708,31.589847,-97.173021,www.mclennan.edu
Bluefield College,3000 College Dr,Bluefield,VA,24605,37.245919,-81.244551,www.bluefield.edu
Ashtabula County Technical And Career Campus,1565 State Route 167,Jefferson,OH,44047,41.745865,-80.73451,www.atech.edu
The College Of Wooster,1189 Beall Avenue,Wooster,OH,44691,40.812216,-81.933046,www.wooster.edu
Texas State Technical College Waco,3801 Campus Drive,Waco,TX,76705,31.639281,-97.084712,https://www.waco.tstc.edu
Washington County Skill Center,848 Thompson Dr,Abingdon,VA,24210,36.719667,-81.949929,www.wcskillcenter.org
Ohio University-Eastern Campus,45425 National Rd W,Saint Clairsville,OH,43950,40.073416,-80.975782,www.eastern.ohiou.edu
Ohio State University Agricultural Technical Institute,1328 Dover Rd,Wooster,OH,44691,40.775194,-81.922936,www.ati.osu.edu/
Baylor University,500 Speight Ave.,Waco,TX,76798,31.54615,-97.118453,www.baylor.edu
Chatfield College,20918 State Route 251,Saint Martin,OH,45118,39.210369,-83.887153,www.chatfield.edu
University Of Akron Wayne College,1901 Smucker Rd,Orrville,OH,44667,40.861519,-81.789979,www.wayne.uakron.edu
Mountain Empire Community College,3441 Mountain Empire Road,Big Stone Gap,VA,24219,36.855116,-82.758482,www.mecc.edu
Stephen F Austin State University,"2008 Alumin Drive, Rusk 206",Nacogdoches,TX,75961,31.622409,-94.646891,www.sfasu.edu
Miami University-Oxford,501 East High St,Oxford,OH,45056,39.509642,-84.731821,www.miami.miamioh.edu
Southeastern Oklahoma State University,1405 N 4Th Ave,Durant,OK,74701,34.005869,-96.375719,www.se.edu
Wytheville Community College,1000 E Main Street,Wytheville,VA,24382,36.957855,-81.070367,www.wcc.vccs.edu
Navarro College,3200 W 7Th Avenue,Corsicana,TX,75110,32.076066,-96.498738,www.navarrocollege.edu
Carousel Beauty College-Middletown,633 S Breiel Blvd,Middletown,OH,45044,39.504071,-84.353489,carouselbeauty.com
Southern School Of Beauty Inc,140 W Main St,Durant,OK,74701,33.991145,-96.376955,www.southernschoolofbeauty.net
Bennington College,One College Drive,Bennington,VT,5201,42.919988,-73.239031,www.bennington.edu
South Texas Barber College Inc,3917 Ayers,Corpus Christi,TX,78415,27.754868,-97.417156,www.southtexasbarbercollege.net
Miami University-Hamilton,1601 University Blvd,Hamilton,OH,45011,39.377448,-84.563385,www.regionals.muohio.edu
Southern Oklahoma Technology Center,2610 Sam Noble Pky,Ardmore,OK,73401,34.186239,-97.082971,www.sotc.edu
Southern Vermont College,982 Mansion Drive,Bennington,VT,5201,42.870862,-73.216303,www.svc.edu
Panola College,1109 W Panola St,Carthage,TX,75633,32.156214,-94.356355,www.panola.edu
Moler-Pickens Beauty Academy,5955-S Boymel Dr.,Fairfield,OH,45014,39.317488,-84.499701,molerhollywood.com
Northeastern State University,600 N Grand,Tahlequah,OK,74464,35.920499,-94.968528,www.nsuok.edu
Butler Tech-D Russel Lee Career Center,3603 Hamilton Middletown Rd,Hamilton,OH,45011,39.408939,-84.49281,www.butlertech.org
Beauty Technical College Inc,605  E. Downing Street,Tahlequah,OK,74465,35.915552,-94.962004,www.beautytechnicalcollege.com
Lyndon State College,1001 College Rd,Lyndonville,VT,5851,44.534165,-72.024597,www.lyndonstate.edu
Weatherford College,225 College Park Drive,Weatherford,TX,76086,32.740631,-97.792546,www.wc.edu
O'Briens Aveda Institute,1475 Shelburne Rd,South Burlington,VT,5403,44.431697,-73.211368,www.obriensavedainstitute.org
Amarillo College,2011 S. Washington,Amarillo,TX,79109,35.18841,-101.847104,www.actx.edu
Urbana University,579 College Way,Urbana,OH,43078,40.099881,-83.760035,www.urbana.edu
Hollywood Cosmetology Center,1708 W Lindsey,Norman,OK,73069,35.202493,-97.465849,hollywoodcosmetologyschool.com
Burlington College,351 North Ave,Burlington,VT,5401,44.491156,-73.228266,www.burlington.edu
West Texas A & M University,2501 4Th Ave,Canyon,TX,79016,34.981564,-101.915759,www.wtamu.edu
Carousel Beauty College-Springfield,1475 Upper Valley Pike,Springfield,OH,45504,39.9456,-83.850037,carouselbeauty.com
University Of Mary Hardin-Baylor,900 College St,Belton,TX,76513,31.066798,-97.463479,www.umhb.edu
Oklahoma School Of Photography,2306 N Moore Ave,Moore,OK,73160,35.360013,-97.496849,www.schoolofphotography.edu
Champlain College,163 S. Willard St,Burlington,VT,5401,44.473009,-73.203913,www.champlain.edu
Western Texas College,6200 College Ave,Snyder,TX,79549,32.678586,-100.914369,www.wtc.edu
Wittenberg University,Ward St At N Wittenberg Ave,Springfield,OH,45504,39.934794,-83.813911,www.wittenberg.edu
Temple College,2600 S 1St St,Temple,TX,76504,31.070123,-97.351239,www.templejc.edu
Texas A & M University-Texarkana,7101 University Ave.,Texarkana,TX,75503,33.490527,-94.10375,www.tamut.edu
Springfield Regional School Of Nursing,Not Available,Not Available,OH,not available,39.919446,-83.768871,not available
Johnson State College,337 College Hill,Johnson,VT,5656,44.641736,-72.671154,www.jsc.edu
Texas College,2404 N. Grand Avenue,Tyler,TX,75702,32.37456,-95.312454,www.texascollege.edu
Cameron University,2800 West Gore Blvd,Lawton,OK,73505,34.606487,-98.434163,www.cameron.edu
Texarkana College,2500 N Robison Rd,Texarkana,TX,75599,33.441868,-94.078,www.texarkanacollege.edu
Castleton State College,62 Alumni Dr,Castleton,VT,5735,43.608089,-73.181557,www.castleton.edu
Eves College Of Hairstyling,912 Sw C Ave,Lawton,OK,73501,34.605028,-98.402698,not available
Tyler Junior College,1400 East Fifth Street,Tyler,TX,75701,32.336015,-95.284129,www.tjc.edu
Clark State Community College,570 E Leffel Ln,Springfield,OH,45501,39.896411,-83.799788,www.clarkstate.edu
Sul Ross State University,Hwy 90 East,Alpine,TX,79832,30.362737,-103.650634,www.sulross.edu
College Of St Joseph,71 Clement Road,Rutland,VT,5701,43.600526,-73.001301,www.csj.edu
Brazosport College,500 College Dr,Lake Jackson,TX,77566,29.04836,-95.409004,www.brazosport.edu
Us Grant Joint Vocational School,718 West Plane Street,Bethel,OH,45106,38.969435,-84.094325,www.grantcareer.com
Southwestern Oklahoma State University,100 Campus Dr,Weatherford,OK,73096,35.536203,-98.708606,www.swosu.edu
Star College Of Cosmetology 2,520 E Front St,Tyler,TX,75702,32.347649,-95.295745,not available
Charles And Sues School Of Hair Design,1711 Briarcrest Dr,Bryan,TX,77802,30.6528,-96.340102,charlesandsues.com
Community College Of Vermont,1 Abenaki Way,Winooski,VT,5404,44.491229,-73.181584,www.ccv.edu
University Of Cincinnati-Clermont College,4200 Clermont College Dr,Batavia,OH,45103,39.080508,-84.199141,www.clc.uc.edu
Enid Beauty College,3905 S. La Mesa Drive,Enid,OK,73703,36.393274,-97.92713,www.enidokbeautycollege.com
University Of Cosmetology Arts & Sciences-Harlingen,913 N 13Th St,Harlingen,TX,78550,26.201127,-97.683999,www.ucastx.com
La Salle University,1900 W Olney Ave,Philadelphia,PA,19141,40.038673,-75.151926,www.lasalle.edu
Norwich University,158 Harmon Drive,Northfield,VT,5663,44.137986,-72.659522,www.norwich.edu
Wilmington College,1870 Quaker Way,Wilmington,OH,45177,39.441097,-83.817271,www.wilmington.edu
Western Oklahoma State College,2801 N Main St,Altus,OK,73521,34.669018,-99.33699,www.wosc.edu
Texas State Technical College Harlingen,1902 North Loop 499,Harlingen,TX,78550,26.219333,-97.666348,www.harlingen.tstc.edu
Lincoln Technical Institute-Philadelphia,9191 Torresdale Ave,Philadelphia,PA,19136,40.049548,-74.999686,www.lincolntech.com
The University Of Texas At Brownsville,80 Fort Brown,Brownsville,TX,78520,25.893856,-97.487044,www.utb.edu
Philadelphia College Of Osteopathic Medicine,4170 City Ave,Philadelphia,PA,19131,40.005299,-75.216292,www.pcom.edu
Thompson Institute,3010 Market Street,Philadelphia,PA,19104,39.954577,-75.183874,philadelphia.thompson.edu/pages/homepage.aspx
Lon Morris College,800 College Ave,Jacksonville,TX,75766,31.955012,-95.277141,www.lonmorris.edu
New England Culinary Institute,56 College Street,Montpelier,VT,5602,44.256329,-72.566097,www.neci.edu
Allegheny Wesleyan College,2161 Woodsdale Rd,Salem,OH,44460,40.86722,-80.861232,awc.edu
Murray State College,One Murray Campus,Tishomingo,OK,73460,34.222949,-96.677906,www.mscok.edu
Curtis Institute Of Music,1726 Locust St,Philadelphia,PA,19103,39.948571,-75.17095,www.curtis.edu
Peirce College,1420 Pine Street,Philadelphia,PA,19102,39.945483,-75.166332,www.peirce.edu
Jacksonville College-Main Campus,105 B J Albritton Dr,Jacksonville,TX,75766,31.966072,-95.281249,www.jacksonville-college.edu
Jean Madeline Aveda Institute,315A Bainbridge St,Philadelphia,PA,19147,39.940737,-75.148414,jeanmadeline.com
Goddard College,123 Pitkin Road,Plainfield,VT,5667,44.279106,-72.438216,www.goddard.edu
Kent State University At Salem,2491 State Route 45 South,Salem,OH,44460,40.86408,-80.835458,www.salem.kent.edu
Northern Oklahoma College,1220 E Grand Ave,Tonkawa,OK,74653,36.678393,-97.296893,www.north-ok.edu
Baptist Missionary Association Theological Seminary,1530 E Pine St,Jacksonville,TX,75766,31.978984,-95.255438,www.bmats.edu
The Art Institute Of Philadelphia,1622 Chestnut Street,Philadelphia,PA,19103,39.951096,-75.167664,www.artinstitutes.edu/philadelphia/
Vermont Law School,164 Chelsea Street,South Royalton,VT,5068,43.821797,-72.52207,www.vermontlaw.edu
Hannah E Mullins School Of Practical Nursing,"230 North Lincoln Avenue, Suite 3",Salem,OH,44460,40.902381,-80.851288,www.hemspn.com
Ponca City Beauty College,122 N First St,Ponca City,OK,74601,36.704566,-97.084051,www.poncacitybeautycollege.com/
Parker University,2500 Walnut Hill Ln,Dallas,TX,75229,32.880341,-96.893572,www.parker.edu
Pennsylvania Academy Of The Fine Arts,128 N. Broad Street,Philadelphia,PA,19102,39.955692,-75.163456,www.pafa.org
Court Reporting Institute-Wheeler Institute Of Texas,"1341 W. Mockingbird Lane, Suite 200 East",Dallas,TX,75247,32.822222,-96.86576,www.cri.edu/
Community College Of Philadelphia,1700 Spring Garden St,Philadelphia,PA,19130,39.962028,-75.16579,www.ccp.edu
Wenatchee Valley College,1300 Fifth St,Wenatchee,WA,98801,47.43086,-120.334646,www.wvc.edu
Kent State University At East Liverpool,400 E 4Th St,East Liverpool,OH,43920,40.616966,-80.576702,www.eliv.kent.edu
Eastern Oklahoma State College,1301 W Main St,Wilburton,OK,74578,34.914079,-95.328995,www.eosc.edu
El Centro College,801 Main Street,Dallas,TX,75202,32.779817,-96.805361,www.elcentrocollege.edu/
Aria Health School Of Nursing,Three Neshaminy Interplex,Trevose,PA,19053,40.020626,-75.082957,www.ariahealth.org/default.aspx?pageid=3330
Beauty Academy,208 S Wenatchee Ave,Wenatchee,WA,98801,47.421672,-120.309463,www.theacademyofhairdesign.com
Defiance College,701 N Clinton,Defiance,OH,43512,41.2971,-84.359915,www.defiance.edu
Carl Albert State College,1507 S Mckenna,Poteau,OK,74953,35.03821,-94.63383,www.carlalbert.edu
Northeastern Hospital School Of Nursing,2301 E Allegheny Ave,Philadelphia,PA,19134,39.989532,-75.106457,www.nehson.templehealth.org
Kd College Conservatory Of Film And Dramatic Arts,2600 Stemmons Fwy Ste 117,Dallas,TX,75207,32.808104,-96.840687,www.kdstudio.com
Peninsula College,1502 E Lauridsen Blvd,Port Angeles,WA,98362,48.100618,-123.41248,www.pencol.edu
Itt Technical Institute-Richardson,2101 Waterview Pky,Richardson,TX,75080,32.979759,-96.757217,www.itt-tech.edu
Methodist Theological School In Ohio,3081 Columbus Pike,Delaware,OH,43015,40.253643,-83.060146,www.mtso.edu
Virgils Beauty College,111 S Ninth St,Muskogee,OK,74401,35.75113,-95.380222,virgilsbeautycollege.com
Lower Columbia College,1600 Maple Street,Longview,WA,98632,46.142822,-122.937981,lowercolumbia.edu
Mid-Cities Barber College,"2345 Sw 3Rd St, Suite 101",Grand Prairie,TX,75051,32.710306,-97.006984,midcitiesbarbercollege.com/bc/
Columbia Basin College,2600 N 20Th Ave,Pasco,WA,99301,46.251436,-119.118517,www.columbiabasin.edu
Dallas Baptist University,3000 Mountain Creek Parkway,Dallas,TX,75211,32.7101,-96.946994,www.dbu.edu
Lucas Marc Academy,71 Gage Blvd.,Richland,WA,99352,46.226251,-119.24606,lucasmarcacademy.com
Dallas Institute Of Funeral Service,3909 S Buckner Blvd,Dallas,TX,75227,32.771374,-96.683412,www.dallasinstitute.edu
University Of Texas Southwestern Medical Center,5323 Harry Hines Blvd,Dallas,TX,75390,32.819539,-96.842311,www.utsouthwestern.edu
Mountain View College,4849 West Illinois Ave.,Dallas,TX,75211,32.726573,-96.903798,www.dcccd.edu
North Lake College,5001 North Macarthur Blvd.,Irving,TX,75038,32.871878,-96.967106,www.northlakecollege.edu/pages/default.aspx
Northwood University-Texas,1114 W Fm 1382,Cedar Hill,TX,75104,32.607123,-96.967103,www.northwood.edu
Paul Quinn College,3837 Simpson Stuart Rd,Dallas,TX,75241,32.677195,-96.755864,www.pqc.edu
Southern Methodist University,6425 Boaz St,Dallas,TX,75275,32.845254,-96.784855,www.smu.edu
University Of Dallas,1845 E Northgate Drive,Irving,TX,75062,32.846202,-96.921573,www.udallas.edu
The University Of Texas At Dallas,800 West Campbell  Road,Richardson,TX,75080,32.989494,-96.748714,www.utdallas.edu
Amberton University,1700 Eastgate Dr,Garland,TX,75041,32.859937,-96.653028,www.amberton.edu
Cisco College,101 College Heights,Cisco,TX,76437,32.400611,-98.98545,www.cisco.edu
Ranger College,1100 College Circle,Ranger,TX,76470,32.454298,-98.686181,www.rangercollege.edu
Cuny City College,160 Convent Ave,New York,NY,10031,40.819794,-73.95055,www.ccny.cuny.edu
New York College Of Podiatric Medicine,53 East 124 Street,New York,NY,10035,40.804899,-73.940306,www.nycpm.edu
American Commercial College-Odessa,5119 Twin Towers,Odessa,TX,79762,31.901478,-102.340425,americancommercialcollege.com
Icahn School Of Medicine At Mount Sinai,"One Gustave L Levy Place, Box 1217",New York,NY,10029,40.789801,-73.953445,www.mssm.edu
Marymount Manhattan College,221 E 71St St,New York,NY,10021,40.769108,-73.959676,www.mmm.edu
New York School Of Interior Design,170 East 70Th Street,New York,NY,10021,40.768615,-73.962404,www.nysid.edu
