name,address,city,state,zip,latitude,longitude,website
Arnot Ogden Medical Center,600 Roe Avenue,Elmira,NY,14905,42.100546,-76.827861,www.aomc.org
Paul Mitchell The School-Knoxville,120 Center Park Dr,Knoxville,TN,37922,35.905472,-84.121119,knoxville.paulmitchell.edu
Mesivta Torah Vodaath Rabbinical Seminary,425 E 9Th St,Brooklyn,NY,11218,40.638199,-73.969395,independentrabbinicalcolleges.org/index.html
Elmira College,One Park Place,Elmira,NY,14901,42.096702,-76.816589,www.elmira.edu
Elmira Business Institute,303 North Main Street,Elmira,NY,14901,42.090381,-76.808918,www.ebi-college.com
Tennessee School Of Beauty Of Knoxville Inc,4704 Western Ave,Knoxville,TN,37921,35.975487,-83.99584,www.tennesseeschoolofbeauty.com
Mesivta Of Eastern Parkway-Yeshiva Zichron Meilech,510 Dahill Rd,Brooklyn,NY,11218,40.635236,-73.979327,not available
Delaware Chenango Madison Ostego Boces-Practical Nursing,6678 County Rd 32,Norwich,NY,13815,42.585301,-75.520081,www.dcmoboces.com
Clinton Community College,136 Clinton Point Dr,Plattsburgh,NY,12901,44.648105,-73.442061,www.clinton.edu
The University Of Tennessee,527 Andy Holt Tower,Knoxville,TN,37996,35.955093,-83.929696,www.tennessee.edu
Machzikei Hadath Rabbinical College,5407 16Th Ave,Brooklyn,NY,11204,40.627937,-73.988378,not available
Cvph Medical Center School Of Radiologic Technology,75 Beekman St,Plattsburgh,NY,12901,44.699929,-73.469597,www.cvph.org/
Suny College At Plattsburgh,101 Broad Street,Plattsburgh,NY,12901,44.693088,-73.466657,www.plattsburgh.edu
Johnson University,7900 Johnson Dr,Knoxville,TN,37998,35.937152,-83.750336,www.johnsonu.edu
Rabbinical College Of Ch'San Sofer New York,1876 50Th St,Brooklyn,NY,11204,40.626441,-73.979903,not available
Clinton Essex Warren Washington Boces-Practical Nursing Program,1585 Military Turnpike,Plattsburgh,NY,12901,44.693199,-73.517628,www.cves.org
Columbia-Greene Community College,4400 Rte 23,Hudson,NY,12534,42.217595,-73.818211,www.sunycgcc.edu
Suny College At Geneseo,1 College Circle,Geneseo,NY,14454,42.796864,-77.821999,www.geneseo.edu/
Tennessee Technology Center At Knoxville,1100 Liberty St,Knoxville,TN,37919,35.957151,-83.964193,www.ttcknoxville.edu/
Suny College Of Technology At Delhi,2 Main Street,Delhi,NY,13753,42.27021,-74.924557,www.delhi.edu
Buffalo State Suny,1300 Elmwood Ave,Buffalo,NY,14222,42.9337,-78.880684,www.buffalostate.edu
Colgate University,13 Oak Dr,Hamilton,NY,13346,42.818175,-75.535218,www.colgate.edu
Continental School Of Beauty Culture-Batavia,215 E. Main St,Batavia,NY,14020,42.997351,-78.180099,www.continentalnow.com
Itt Technical Institute-Knoxville,10208 Technology Dr,Knoxville,TN,37932,35.916817,-84.128555,www.itt-tech.edu
Genesee Community College,One College Rd,Batavia,NY,14020,43.016831,-78.138024,www.genesee.edu
Continental School Of Beauty Culture-Rochester,633 Jefferson Rd,Rochester,NY,14623,43.086376,-77.626153,www.continentalnow.com
Herkimer County Community College,100 Reservoir Rd,Herkimer,NY,13350,43.03273,-75.007206,www.herkimer.edu/
Herkimer County Boces-Practical Nursing Program,295 W Main St,Ilion,NY,13357,43.019394,-75.046957,www.herkimer-boces.org
Jefferson Lewis Boces-Practical Nursing Program,20104 State Route 3,Watertown,NY,13601,43.969625,-75.971374,www.boces.com
South College,3904 Lonas Road,Knoxville,TN,37909,35.96163,-83.974783,www.southcollegetn.edu
Yeshiva And Kollel Harbotzas Torah,1049 E 15Th St,Brooklyn,NY,11230,40.623891,-73.961017,not available
Colgate Rochester Crozer Divinity School,1100 S Goodman St,Rochester,NY,14620,43.131867,-77.598601,www.crcds.edu
Charles Stuart School Of Diamond Setting,1420 Kings Hwy 2Nd Fl,Brooklyn,NY,11229,40.608508,-73.95843,charlesstuartschool.com
Pellissippi State Community College,10915 Hardin Valley Road,Knoxville,TN,37933,35.948303,-84.166504,www.pstcc.edu/
Rabbinical College Of Ohr Shimon Yisroel,215-217 Hewes St,Brooklyn,NY,11211,40.704152,-73.95646,not available
Rochester General Hospital School Of Medical Technology,1425 Portland Ave,Rochester,NY,14621,43.192352,-77.586912,www.rochestergeneral.org
Institute Of Design And Construction,141 Willoughby St,Brooklyn,NY,11201,40.692209,-73.983141,www.idc.edu
Asa College,81 Willoughby Street,Brooklyn,NY,11201,40.692405,-73.986027,www.asa.edu
Tennessee Technology Center At Ripley,127 Industrial Drive,Ripley,TN,38063,35.779744,-89.519285,www.ttcripley.edu
Shear Ego International School Of Hair Design,525 Titus Ave,Rochester,NY,14617,43.208275,-77.602823,www.shearegoschool.com/
Hair Design Institute At Fifth Avenue-Brooklyn,375 86Th Street,Brooklyn,NY,11209,40.63519,-74.020067,hairdesigninstitute.com
Tennessee Technology Center At Hohenwald,813 West Main,Hohenwald,TN,38462,35.551687,-87.573757,www.ttchohenwald.edu
Everest Institute-Rochester,1630 Portland Ave,Rochester,NY,14621,43.196797,-77.583425,www.everest.edu/campus/rochester
Tennessee Technology Center At Jackson,2468 Technology Center Drive,Jackson,TN,38301,35.606827,-88.919747,www.ttcjackson.edu
Isabella G Hart School Of Practical Nursing,100 Kings Highway South,Rochester,NY,14617,43.192282,-77.586984,www.rochestergeneral.org/igh
Union University,1050 Union University Dr,Jackson,TN,38305,35.676896,-88.858524,www.uu.edu
Bryant & Stratton College-Greece,150 Bellwood Dr,Rochester,NY,14606,43.085545,-77.599522,www.bryantstratton.edu
Lane College,545 Lane Ave,Jackson,TN,38301,35.628121,-88.806766,www.lanecollege.edu
Webb Institute,298 Crescent Beach Rd,Glen Cove,NY,11542,40.884453,-73.644902,www.webb-institute.edu
West Tennessee Business College,1186 Highway 45 Bypass,Jackson,TN,38301,35.634921,-88.848252,www.wtbc.edu
Long Island University-C W Post Campus,720 Northern Blvd,Brookville,NY,11548,40.820714,-73.593678,www.liu.edu
Hiwassee College,225 Hiwassee College Drive,Madisonville,TN,37354,35.55751,-84.364669,www.hiwassee.edu
Business Informatics Center Inc,134 S Central Ave,Valley Stream,NY,11580,40.663053,-73.709032,www.thecollegeforbusiness.com
Daymar Institute-Clarksville,1860 Wilma Rudolph Blvd.,Clarksville,TN,37040,36.556755,-87.321681,www.daymarinstitute.edu
Suburban Technical School,175 Fulton Ave,Hempstead,NY,11550,40.707795,-73.629455,www.suburbantech.edu
Austin Peay State University,601 College St,Clarksville,TN,37044,36.533319,-87.354081,www.apsu.edu
Rabbinical College Of Long Island,205 W Beech St,Long Beach,NY,11561,40.586443,-73.67045,not available
Miller-Motte Technical College-Clarksville,1820 Business Park Dr,Clarksville,TN,37040,36.556237,-87.32533,www.miller-motte.edu
Hunter Business School,3601 Hempstead Tpk,Levittown,NY,11756,40.726119,-73.50297,hunterbusinessschool.edu
Queen City College,1594 Fort Campbell Blvd,Clarksville,TN,37042,36.573521,-87.408706,www.queencitycollege.com
Briarcliffe College,1055 Stewart Ave,Bethpage,NY,11714,40.759564,-73.490213,www.briarcliffe.edu
North Central Institute,168 Jack Miller Blvd,Clarksville,TN,37042,36.615182,-87.425207,www.nci.edu
Jewish Theological Seminary Of America,3080 Broadway,New York,NY,10027,40.811959,-73.960287,www.jtsa.edu
Tennessee Technological University,1 William L. Jones Drive,Cookeville,TN,38505,36.174659,-85.503957,www.tntech.edu
Bank Street College Of Education,610 W 112 St,New York,NY,10025,40.805604,-73.966643,www.bankstreet.edu
Global Business Institute,145 E 125Th Street,New York,NY,10035,40.804551,-73.937,gbi.edu
Mr Waynes School Of Unisex Hair Design,170 S Willow Ave,Cookeville,TN,38501,36.159632,-85.511286,www.misterwaynes.com
Joffrey Ballet School-American Ballet Center,434 Ave Of The Americas,New York,NY,10011,40.734545,-73.998566,www.joffreyballetschool.com
Bryan College-Dayton,721 Bryan Drive,Dayton,TN,37321,35.497815,-84.998457,www.bryan.edu
Lim College,12 E 53Rd St,New York,NY,10022,40.759817,-73.974911,www.limcollege.edu
Roane State Community College,276 Patton Lane,Harriman,TN,37748,35.881291,-84.620766,www.roanestate.edu
Tennessee Technology Center At Harriman,1745 Harriman Highway,Harriman,TN,37748,35.962651,-84.526348,www.ttcharriman.edu
Lia Schorr Institute Of Cosmetic Skin Care Training,686 Lexington Ave 4Th Fl,New York,NY,10022,40.760598,-73.969644,www.liaschorrinstitute.com
Cuny Graduate School And University Center,365 Fifth Ave,New York,NY,10016,40.748503,-73.983575,www.gc.cuny.edu
Tennessee Technology Center At Murfreesboro,1303 Old Fort Pky,Murfreesboro,TN,37129,35.845624,-86.410089,www.ttcmurfreesboro.edu
Circle In The Square Theater School,1633 Broadway,New York,NY,10019,40.762059,-73.984607,www.circlesquare.org
Tennessee Technology Center At Oneida-Huntsville,355 Scott High Drive,Huntsville,TN,37756,36.408177,-84.528273,www.ttconeida.edu
Cuny System Office,535 E 80Th St,New York,NY,10075,40.77137,-73.947836,www.cuny.edu
Baptist Memorial College Of Health Sciences,1003 Monroe Ave,Memphis,TN,38104,35.138415,-90.027501,www.bchs.edu
Hebrew Union College-Jewish Institute Of Religion,One W 4Th St,New York,NY,10012,40.728938,-73.994499,www.huc.edu
Southern College Of Optometry,1245 Madison Ave,Memphis,TN,38104,35.138252,-90.019856,www.sco.edu
Institute Of Audio Research,64 University Place,New York,NY,10003,40.733027,-73.993808,audioschool.com
Christian Brothers University,650 East Parkway South,Memphis,TN,38104,35.127437,-89.983241,www.cbu.edu
Fashion Institute Of Technology,227 W 27Th St,New York,NY,10001,40.74731,-73.994781,www.fitnyc.edu
Memphis Theological Seminary,168 East Parkway South,Memphis,TN,38104,35.13311,-89.982653,www.memphisseminary.edu/
Studio Jewelers,32 E 31 St,New York,NY,10016,40.745464,-73.983774,www.studiojewelersltd.com
Tennessee Technology Center At Memphis,550 Alabama Ave,Memphis,TN,38105,35.150262,-90.039188,www.ttcmemphis.edu
The International Culinary Center,462 Broadway,New York,NY,10013,40.720817,-74.00009,www.internationalculinarycenter.com
Memphis College Of Art,1930 Poplar Ave,Memphis,TN,38104,35.145874,-89.993707,www.mca.edu
Globe Institute Of Technology,500 7Th Ave,New York,NY,10018,40.714909,-74.006011,www.globe.edu/index.asp
Associated Beth Rivkah Schools,310 Crown St,Brooklyn,NY,11225,40.666069,-73.949781,not available
Suny Downstate Medical Center,450 Clarkson Ave,Brooklyn,NY,11203,40.655283,-73.943827,www.downstate.edu/
Concorde Career College-Memphis,"5100 Poplar Avenue, Suite 132",Memphis,TN,38137,35.112191,-89.892093,www.concorde.edu
Rabbinical Seminary M'Kor Chaim,1571 55Th St,Brooklyn,NY,11219,40.627796,-73.989565,not available
Helene Fuld College Of Nursing,24 East 120Th Street,New York,NY,10035,40.802506,-73.943009,www.helenefuld.edu
Yeshiva Gedolah Imrei Yosef D'Spinka,1466 56Th St,Brooklyn,NY,11219,40.628585,-73.992443,not available
Talmudical Seminary Oholei Torah,667 Eastern Pky,Brooklyn,NY,11213,40.670057,-73.945624,not available
Northeast State Community College,2425 Hwy 75,Blountville,TN,37617,36.48558,-82.408626,www.northeaststate.edu
Union Theological Seminary,3041 Broadway,New York,NY,10027,40.811461,-73.96212,www.utsnyc.edu
Beth Hamedrash Shaarei Yosher Institute,4102 16Th Ave,Brooklyn,NY,11204,40.635503,-73.981088,not available
Central Yeshiva Tomchei Tmimim Lubavitz,841-853 Ocean Pky,Brooklyn,NY,11230,40.627819,-73.970575,not available
Cuny Brooklyn College,2900 Bedford Ave,Brooklyn,NY,11210,40.631912,-73.95312,www.brooklyn.cuny.edu
Tennessee Technology Center At Covington,1600 Hwy 51 South,Covington,TN,38019,35.545225,-89.659976,www.ttccovington.edu
Manhattan School Of Music,120 Claremont Ave,New York,NY,10027,40.812341,-73.961691,www.msmnyc.edu
Pratt Institute-Main,200 Willoughby Ave,Brooklyn,NY,11205,40.691154,-73.962149,www.pratt.edu
Tennessee Technology Center At Hartsville,716 Mcmurry Blvd,Hartsville,TN,37074,36.387191,-86.14366,www.ttchartsville.edu
Barnard College,3009 Broadway,New York,NY,10027,40.809137,-73.964027,www.barnard.edu
Tennessee Technology Center At Mcminnville,241 Vo Tech Dr,Mcminnville,TN,37110,35.701347,-85.745366,www.ttcmcminnville.edu
St. Francis College,180 Remsen St,Brooklyn Heights,NY,11201,40.693228,-73.992164,www.sfc.edu
Brooklyn Law School,250 Joralemon St,Brooklyn,NY,11201,40.691836,-73.989623,www.brooklaw.edu
East Tennessee State University,807 University Pky,Johnson City,TN,37614,36.301643,-82.366954,www.etsu.edu
Cuny Kingsborough Community College,2001 Oriental Blvd,Brooklyn,NY,11235,40.576446,-73.934779,www.kbcc.cuny.edu
Angelina College,3500 South First,Lufkin,TX,75902,31.285049,-94.731965,www.angelina.edu
Center For Advanced Legal Studies,3910 Kirby Ste 200,Houston,TX,77098,29.732186,-95.419127,www.paralegal.edu
Houston Graduate School Of Theology,"2501 Central Parkway, Suite A19",Houston,TX,77092,29.811585,-95.466209,www.hgst.edu
Icc Technical Institute,3333 Fannin Ste #203,Houston,TX,77004,29.739898,-95.376583,www.icchouston.net
South Texas College Of Law,1303 San Jacinto Street,Houston,TX,77002,29.753171,-95.36455,www.stcl.edu
School Of Automotive Machinists,1911 Antoine,Houston,TX,77055,29.805166,-95.476017,www.samracing.com
Houston Training School-Jacinto City,10314 I-10 East Fwy,Houston,TX,77026,29.772954,-95.244242,houstontrainingschools.net
American College Of Acupuncture And Oriental Med,9100 Park  West Drive,Houston,TX,77063,29.735747,-95.524765,www.acaom.edu
University Of Mary,7500 University Dr,Bismarck,ND,58504,46.724893,-100.752386,www.umary.edu/
Sanford College Of Nursing,512 N 7Th St,Bismarck,ND,58501,46.80991,-100.781875,www.medcenterone.com/collegeofnursing
Mercyhurst University,501 E 38Th St,Erie,PA,16546,42.103991,-80.055568,www.mercyhurst.edu
United Tribes Technical College,3315 University Dr,Bismarck,ND,58504,46.768773,-100.760705,unitedtribestech.com
Houston Community College,3100 Main Street,Houston,TX,77002,29.737303,-95.376524,www.hccs.edu
Erie Institute Of Technology Inc,940 Millcreek Mall,Erie,PA,16565,42.0707,-80.100965,www.erieit.edu
Josef'S School Of Hair Design Inc-Fargo Downtown,627 Northern Pacific Avenue,Fargo,ND,58102,46.876136,-96.789209,jsohd.com
North Central State College,2441 Kenwood Circle,Mansfield,OH,44901,40.798777,-82.581582,www.ncstatecollege.edu
Laurel Business Institute,11 East Penn St,Uniontown,PA,15401,39.902569,-79.72497,laurel.edu/lbi/
Trinity Bible College,50 6Th Ave S,Ellendale,ND,58436,46.001037,-98.517906,www.trinitybiblecollege.edu
Pennsylvania State University-Penn State Fayette- Eberly Campus,"One University Dr, Route 119 North",Uniontown,PA,15401,39.947223,-79.657759,www.fe.psu.edu/
University Of St Thomas,3800 Montrose Blvd,Houston,TX,77006,29.736438,-95.393102,www.stthom.edu
North Dakota State College Of Science,800 N 6Th St,Wahpeton,ND,58076,46.275964,-96.607896,www.ndscs.edu
Wilson College,1015 Philadelphia Ave,Chambersburg,PA,17201,39.949508,-77.651984,www.wilson.edu
Ohio State University-Mansfield Campus,1760 University Drive,Mansfield,OH,44906,40.796839,-82.578643,www.mansfield.ohio-state.edu
St Lawrence University,23 Romoda Drive,Canton,NY,13617,44.589879,-75.161343,www.stlawu.edu
Sitting Bull College,9299 Hwy 24,Fort Yates,ND,58538,46.085298,-100.674654,www.sittingbull.edu
Franklin County Career And Technology Center,1015 Philadelphia Avenue,Chambersburg,PA,17201,39.898337,-77.687417,www.franklincountylpn.org
Pennsylvania State University-Penn State Mont Alto,One Campus Dr,Mont Alto,PA,17237,39.841629,-77.544125,www.ma.psu.edu/
Mayville State University,330 Third Street Ne,Mayville,ND,58257,47.504671,-97.322545,www.mayvillestate.edu/default.aspx
Waynesburg University,51 W College St,Waynesburg,PA,15370,39.899419,-80.18727,www.waynesburg.edu
Texas Chiropractic College Foundation Inc,5912 Spencer Hwy,Pasadena,TX,77505,29.66482,-95.15012,www.txchiro.edu
Ohio University-Chillicothe Campus,101 University Drive,Chillicothe,OH,45601,39.328174,-83.005319,www.chillicothe.ohiou.edu
Sbi Campus-An Affiliate Of Sanford-Brown,320 S. Service Road,Melville,NY,11747,40.779105,-73.415271,www.sbmelville.edu
Rappahannock Community College,12745 College Drive,Glenns,VA,23149,37.564433,-76.623915,www.rappahannock.edu/
Minot State University,500 University Ave W,Minot,ND,58707,48.246877,-101.300624,www.minotstateu.edu
Juniata College,1700 Moore St,Huntingdon,PA,16652,40.499493,-78.015158,www.juniata.edu
Hastings College,710 N Turner Ave,Hastings,NE,68901,40.590448,-98.373641,www.hastings.edu
University Of Phoenix-Houston Campus,11451 Katy Freeway,Houston,TX,77079,29.783751,-95.585115,www.phoenix.edu
Cambria-Rowe Business College-Indiana,422 S 13Th St,Indiana,PA,15701,40.617385,-79.166313,www.crbc.edu
University Of Nebraska At Kearney,905 W 25Th St,Kearney,NE,68849,40.701287,-99.09807,www.unk.edu
Pickaway Ross Joint Vocational School District,895 Crouse Chapel Rd,Chillicothe,OH,45601,39.43999,-82.961332,www.pickawayross.com
Dowling College,150 Idle Hour Blvd,Oakdale,NY,11769,40.746051,-73.164816,www.dowling.edu
Virginia School Of Hair Design,101 West Queens Way,Hampton,VA,23669,37.025306,-76.346427,www.vshd.us
Career Technology Center Of Lackawanna County,3201 Rockwell Ave,Scranton,PA,18508,41.452849,-75.652477,ctclc.edu
Chadron State College,1000 Main St,Chadron,NE,69337,42.820562,-103.002696,www.csc.edu
The University Of Texas M.D.  Anderson Cancer Center,1515 Holcombe Blvd.,Houston,TX,77030,29.705585,-95.396878,www.mdanderson.org
Consolidated School Of Business-Lancaster,2124 Ambassador Cir,Lancaster,PA,17603,40.042579,-76.360503,www.csb.edu
Midland University,900 N. Clarkson,Fremont,NE,68025,41.43674,-96.488008,www.midlandu.edu
Lancaster Theological Seminary,555 W James St,Lancaster,PA,17603,40.045765,-76.317892,www.lancasterseminary.edu
Randolph-Macon College,204 Henry St,Ashland,VA,23005,37.760785,-77.4781,www.rmc.edu
Terra State Community College,2830 Napoleon Rd,Fremont,OH,43420,41.353013,-83.158502,www.terra.edu
Western Suffolk Boces,152 Laurel Hill Rd,Northport,NY,11768,40.877076,-73.343691,www.wilsontech.org/
Itt Technical Institute-Omaha,9814 M St,Omaha,NE,68127,41.211572,-96.067851,www.itt-tech.edu
Lancaster Bible College,901 Eden Rd,Lancaster,PA,17601,40.073662,-76.288124,www.lbc.edu
Baylor College Of Medicine,One Baylor Plaza,Houston,TX,77030,29.709593,-95.395636,www.bcm.edu
The Creative Center,10850 Emmet St,Omaha,NE,68164,41.290958,-96.082681,www.creativecenter.edu
Thaddeus Stevens College Of Technology,750 E King St,Lancaster,PA,17602,40.036703,-76.289846,www.stevenscollege.edu
Omaha School Of Massage And Healthcare Of Herzing University,9748 Park Dr,Omaha,NE,68127,41.203481,-96.065044,www.osmt.com
Lancaster County Career And Technology Center,1730 Hans Herr Dr,Willow Street,PA,17584,39.984811,-76.266186,www.lcctc.org
Xenon International Academy-Omaha,8516 Park Drive,Omaha,NE,68127,41.201963,-96.044713,xenonacademy.net
Eastern Mennonite University,1200 Park Rd,Harrisonburg,VA,22802,38.470039,-78.878021,www.emu.edu
Shawnee State University,940  Second  St,Portsmouth,OH,45662,38.730909,-82.995357,www.shawnee.edu
Alegent Health School Of Radiologic Technology,7500 Mercy Road,Omaha,NE,68124,41.238697,-96.031328,www.alegent.com
Seminary Of The Immaculate Conception,440 W Neck Rd,Huntington,NY,11743,40.905087,-73.470996,www.icseminary.edu
Metropolitan Community College Area,30 & Fort Street,Omaha,NE,68111,41.305883,-95.957852,www.mccneb.edu
Lebanon Valley College,101 N College Ave,Annville,PA,17003,40.331733,-76.513753,www.lvc.edu
Lee College,511 S Whiting,Baytown,TX,77520,29.731654,-94.976724,www.lee.edu
Empire Beauty School-Lebanon,1776 Quentin Rd Cedar Crest Sq,Lebanon,PA,17042,40.310596,-76.423239,www.empire.edu
Sullivan County Community College,112 College Road,Loch Sheldrake,NY,12759,41.763889,-74.668804,www.sunysullivan.edu/
Nebraska College Of Technical Agriculture,404 East 7Th,Curtis,NE,69025,40.635454,-100.510409,ncta.unl.edu
Tiffin University,155 Miami Street,Tiffin,OH,44883,41.119193,-83.18355,www.tiffin.edu
Central Virginia Community College,3506 Wards Rd,Lynchburg,VA,24502,37.358895,-79.184391,www.cvcc.vccs.edu
East Texas Baptist University,One Tiger Drive,Marshall,TX,75670,32.556858,-94.376454,www.etbu.edu
Lebanon County Area Vocational Technical School,833 Metro Dr,Lebanon,PA,17042,40.341562,-76.390376,www.lcctc.k12.pa.us
College Of Hair Design,304 S Eleventh St,Lincoln,NE,68508,40.811076,-96.705168,collegeofhairdesign.com
Pennsylvania State University-Penn State Lehigh Valley,2809 Saucon Valley Road,Center Valley,PA,18034,40.559208,-75.402507,www.lv.psu.edu/
Ithaca College,953 Danby Rd,Ithaca,NY,14850,42.42264,-76.495057,www.ithaca.edu
Wiley College,711 Wiley Ave,Marshall,TX,75670,32.537646,-94.376821,wileyc.edu
Joseph'S College,5801 O Street,Lincoln,NE,68510,40.813142,-96.641475,josephscollege.com
Liberty University,1971 University Blvd,Lynchburg,VA,24502,37.350345,-79.179688,www.liberty.edu
Heidelberg University,310 E Market St,Tiffin,OH,44883,41.114327,-83.166419,www.heidelberg.edu
Jolie Hair And Beauty Academy-Hazleton,1057A North Church Street,Hazleton,PA,18201,40.975102,-75.9773,www.jolieacademy.com
Northeast Community College,801 E Benjamin,Norfolk,NE,68702,42.049491,-97.396544,www.northeast.edu
Peru State College,600 Hoyt Street,Peru,NE,68421,40.474689,-95.732731,www.peru.edu
Newport Business Institute-Williamsport,941 W 3Rd St,Williamsport,PA,17701,41.237418,-77.021191,nbi.edu
Doane College-Crete,1014 Boswell Avenue,Crete,NE,68333,40.622951,-96.950935,www.doane.edu
Lynchburg College,1501 Lakeside Dr,Lynchburg,VA,24501,37.397678,-79.184153,www.lynchburg.edu
South Texas College,3201 W Pecan,Mcallen,TX,78502,26.217591,-98.253634,www.southtexascollege.edu
Pennsylvania College Of Technology,One College Ave,Williamsport,PA,17701,41.236892,-77.025414,www.pct.edu
Tiffin Academy Of Hair Design,104 E Market St,Tiffin,OH,44883,41.114496,-83.175951,tiffinacademy.com
Bellevue University,1000 Galvin Rd S,Bellevue,NE,68005,41.150225,-95.91764,bellevue.edu
Empire Beauty School-Williamsport,1808 East Third Street,Williamsport,PA,17701,41.24918,-76.967996,www.empire.edu
Tompkins Cortland Community College,170 North St,Dryden,NY,13053,42.502006,-76.287586,www.tc3.edu
Fullen School Of Hair Design,1909 Broadway,Scottsbluff,NE,69361,41.865626,-103.66238,www.fullenschoolhairdesign.com
Lycoming College,700 College Place,Williamsport,PA,17701,41.246142,-77.000434,www.lycoming.edu
University Of Pittsburgh-Bradford,300 Campus Drive,Bradford,PA,16701,41.944524,-78.672531,www.upb.pitt.edu/
Western Nebraska Community College,1601 East 27Th Street,Scottsbluff,NE,69361,41.875705,-103.64249,www.wncc.edu
Lynchburg General Hospital School Of Nursing,1901 Tate Springs Rd,Lynchburg,VA,24501,37.416945,-79.171418,centrahealth.com/news/careers/college-of-nursing
University Of Cosmetology Arts & Sciences-Mcallen,8401 N 10Th St,Mcallen,TX,78504,26.279359,-98.217811,www.ucastx.com
Walsh University,2020 East Maple St,North Canton,OH,44720,40.873295,-81.36911,www.walsh.edu
Sharon Regional Health System School Of Nursing,740 E State St,Sharon,PA,16146,41.232632,-80.496133,sharonregional.com
Word Of Life Bible Institute,4200 Glendale Road,Pottersville,NY,12860,43.730713,-73.812057,www.wordoflife.edu
Wayne State College,1111 Main St,Wayne,NE,68787,42.241612,-97.014241,www.wsc.edu
Thiel College,75 College Ave,Greenville,PA,16125,41.413158,-80.381991,www.thiel.edu
York College,1125 E 8Th St,York,NE,68467,40.867453,-97.579285,www.york.edu/
Virginia University Of Lynchburg,2058 Garfield Ave,Lynchburg,VA,24501,37.395135,-79.151518,www.vul.edu
Grove City College,100 Campus Dr,Grove City,PA,16127,41.155919,-80.077928,www.gcc.edu
Keene Beauty Academy,800 Park Ave,Keene,NH,3431,42.949206,-72.321113,www.keenebeautyacademy.edu
Adirondack Community College,640 Bay Rd,Queensbury,NY,12804,43.353073,-73.654897,www.sunyacc.edu
The University Of Texas-Pan American,1201 W University Dr,Edinburg,TX,78539,26.306629,-98.172188,www.utpa.edu
Malone University,2600 Cleveland Avenue Nw,Canton,OH,44709,40.825398,-81.377861,www.malone.edu
Antonelli Medical And Professional Institute,"1700 Industrial Hwy, Lower Level",Pottstown,PA,19464,40.234674,-75.617383,www.ampi.edu
Germanna Community College,2130 Germanna Hwy,Locust Grove,VA,22508,38.375556,-77.780132,www.germanna.edu
Adirondack Beauty School,108 Dix Ave,Glens Falls,NY,12801,43.318253,-73.633012,www.adirondackbeautyschool.org
Hill College,112 Lamar Dr,Hillsboro,TX,76645,32.013073,-97.086483,www.hillcollege.edu
Canton City Schools Adult Career And Technical Education,116 Mckinley Avenue Nw,Canton,OH,44702,40.799414,-81.377972,www.ccsdistrict.org
Keene State College,229 Main Street,Keene,NH,3435,42.925999,-72.281433,www.keene.edu
Lansdale School Of Business,290 Wissahickon Avenue,North Wales,PA,19454,40.22379,-75.284662,www.lsb.edu
Franklin Pierce University,40 University Drive,Rindge,NH,3461,42.783919,-72.05699,www.franklinpierce.edu
Lansdale School Of Cosmetology Inc,215 W Main St,Lansdale,PA,19446,40.243338,-75.286166,www.lansdalebeauty.com
Southside Regional Medical Center Professional Schools,737 South Sycamore Street,Petersburg,VA,23803,37.216677,-77.398677,www.srmconline.com
Texas A & M University-Commerce,2600 South Neal,Commerce,TX,75429,33.243814,-95.906913,www.tamu-commerce.edu
New England School Of Hair Design Inc,12 Interchange Dr,West Lebanon,NH,3784,43.627345,-72.32143,www.neshd.org
Stark State College,6200 Frank Ave Nw,North Canton,OH,44720,40.870597,-81.439017,www.starkstate.edu
Wayne Finger Lakes Boces-School Of Practical Nursing,131 Drumlin Ct,Newark,NY,14513,43.038103,-77.081859,www.wflboces.org
Biblical Theological Seminary,200 N Main St,Hatfield,PA,19440,40.281414,-75.303897,www.biblical.edu
Plymouth State University,17 High Street,Plymouth,NH,3264,43.757386,-71.691164,www.plymouth.edu
Harcum College,750 Montgomery Ave,Bryn Mawr,PA,19010,40.022583,-75.314795,www.harcum.edu
Empire Beauty School-Peekskill,19 Bank St,Peekskill,NY,10566,41.291484,-73.918806,www.empire.edu
Longwood University,201 High St,Farmville,VA,23909,37.301073,-78.395789,www.longwood.edu
Frank Phillips College,1301 W. Roosevelt St.,Borger,TX,79008,35.657778,-101.406005,www.fpctx.edu
University Of Mount Union,1972 Clark Ave.,Alliance,OH,44601,40.904713,-81.108457,www.mountunion.edu
Thomas More College Of Liberal Arts,6 Manchester St,Merrimack,NH,3054,42.806401,-71.483964,www.thomasmorecollege.edu
Antonelli Institute,300 Montgomery Ave,Erdenheim,PA,19038,40.090738,-75.208985,www.antonelli.edu
Daniel Webster College,20 University Dr,Nashua,NH,3063,42.777224,-71.513856,www.dwc.edu
Gratz College,7605 Old York Rd,Melrose Park,PA,19027,40.068294,-75.133389,www.gratz.edu/
Suny Westchester Community College,75 Grasslands Road,Valhalla,NY,10595,41.067313,-73.787806,www.sunywcc.edu
Virginia Commonwealth University,910 W Franklin St,Richmond,VA,23284,37.547631,-77.453597,www.vcu.edu/
Southwestern Christian College,200 Bowser Circle,Terrell,TX,75160,32.735508,-96.285649,www.swcc.edu
Akron School Of Practical Nursing,1532 Peckham Street,Akron,OH,44320,41.085581,-81.57676,www.akronschools.com/nursing
Reconstructionist Rabbinical College,1299 Church Rd,Wyncote,PA,19095,40.087689,-75.149506,www.rrc.edu
